time,tavg,tmin,tmax,prcp
1995-04-15,29.6,26.5,33.8,0.0
1995-04-16,29.3,26.3,34.2,0.0
1995-04-17,30.4,26.1,35.0,0.0
1995-04-18,30.5,26.4,35.0,0.0
1995-04-19,30.0,26.6,34.2,0.0
1995-04-20,29.6,26.0,34.8,0.0
1995-04-21,30.2,25.6,35.8,0.0
1995-04-22,30.4,26.3,35.4,0.0
1995-04-23,31.3,26.0,34.9,0.0
1995-04-24,30.8,26.5,36.3,0.0
1995-04-25,31.4,26.4,36.8,0.0
1995-04-26,30.6,26.8,36.15,0.0
1995-04-27,30.3,26.4,35.5,0.0
1995-04-28,30.8,26.9,35.55,0.0
1995-04-29,31.2,27.4,35.6,0.0
1995-04-30,31.3,27.0,36.0,0.0
1995-05-01,31.3,27.9,36.2,0.0
1995-05-02,31.8,27.6,36.4,0.0
1995-05-03,31.2,28.0,35.1,0.0
1995-05-04,31.1,27.4,35.2,0.15
1995-05-05,27.8,26.2,32.5,0.3
1995-05-06,25.4,25.0,26.5,24.4
1995-05-07,25.7,24.0,29.0,148.1
1995-05-08,25.7,23.8,29.5,53.6
1995-05-09,29.2,24.5,33.3,1.3
1995-05-10,29.5,24.7,35.8,0.0
1995-05-11,32.3,24.9,38.2,13.0
1995-05-12,32.2,28.9,36.5,0.0
1995-05-13,31.1,28.4,34.5,0.0
1995-05-14,31.5,28.6,36.0,0.0
1995-05-15,30.7,28.4,35.0,0.0
1995-05-16,31.8,28.4,38.0,0.0
1995-05-17,32.0,28.3,39.2,0.0
1995-05-18,31.9,27.7,38.4,0.0
1995-05-19,30.3,25.45,37.4,5.45
1995-05-20,28.5,23.2,33.6,10.9
1995-05-21,30.3,25.9,36.1,0.0
1995-05-22,30.7,25.9,37.2,0.0
1995-05-23,31.4,27.5,36.9,0.0
1995-05-24,30.6,27.6,36.2,0.0
1995-05-25,29.4,26.4,34.3,0.0
1995-05-26,30.3,26.4,34.5,0.0
1995-05-27,30.1,26.4,34.8,0.0
1995-05-28,30.6,27.0,35.0,0.0
1995-05-29,31.6,27.4,36.9,0.0
1995-05-30,32.4,27.7,39.2,0.0
1995-05-31,32.8,28.0,39.4,0.0
1995-06-01,32.5,28.0,39.6,0.0
1995-06-02,32.8,28.6,40.5,0.0
1995-06-03,32.6,27.2,40.1,0.0
1995-06-04,33.4,28.8,39.4,0.0
1995-06-05,33.3,29.2,39.4,0.0
1995-06-06,33.7,30.4,40.5,0.0
1995-06-07,34.5,30.3,40.8,0.0
1995-06-08,33.4,29.85,40.6,0.0
1995-06-09,33.7,29.4,40.4,0.0
1995-06-10,34.4,29.8,40.0,0.0
1995-06-11,32.3,29.9,38.1,0.0
1995-06-12,32.1,29.0,39.0,0.0
1995-06-13,31.3,29.0,40.0,0.0
1995-06-14,31.6,27.95,38.9,0.0
1995-06-15,31.8,26.9,38.3,0.0
1995-06-16,30.8,27.4,38.6,0.0
1995-06-17,31.3,27.45,35.8,0.0
1995-06-18,32.1,27.5,38.3,0.0
1995-06-19,32.2,26.45,39.0,0.0
1995-06-20,32.9,25.4,37.5,0.0
1995-06-21,30.3,25.175,34.5,0.125
1995-06-22,29.6,24.95,34.9,0.25
1995-06-23,28.9,24.725,35.3,0.375
1995-06-24,29.8,24.5,35.9,0.5
1995-06-25,29.5,22.1,35.0,3.0
1995-06-26,30.8,27.0,35.6,0.0
1995-06-27,30.4,26.9,35.2,0.0
1995-06-28,29.4,26.5,35.0,0.0
1995-06-29,30.7,26.8,36.3,0.0
1995-06-30,31.6,27.5,37.4,0.0
1995-07-01,31.9,28.0,36.0,0.0
1995-07-02,32.4,27.0,38.2,0.0
1995-07-03,32.1,27.9,38.3,0.0
1995-07-04,32.0,28.8,38.1,0.0
1995-07-05,32.4,28.2,38.5,0.0
1995-07-06,31.1,27.6,37.3,0.0
1995-07-07,30.9,27.0,34.4,0.0
1995-07-08,30.9,26.9,35.9,0.0
1995-07-09,30.3,25.65,37.8,15.75
1995-07-10,27.2,24.4,30.6,31.5
1995-07-11,28.8,25.2,33.3,1.5
1995-07-12,29.2,27.0,31.6,0.0
1995-07-13,30.1,26.9,34.4,0.0
1995-07-14,28.7,25.3,35.9,40.9
1995-07-15,28.8,23.7,34.2,81.8
1995-07-16,29.2,24.3,33.7,0.0
1995-07-17,29.8,24.9,33.6,4.8
1995-07-18,28.9,27.1,31.8,0.0
1995-07-19,28.7,26.4,32.3,0.0
1995-07-20,29.3,26.6,32.8,0.0
1995-07-21,30.2,26.5,34.2,0.0
1995-07-22,29.9,26.8,33.4,0.0
1995-07-23,29.3,25.15,34.8,5.85
1995-07-24,29.6,23.5,33.5,11.7
1995-07-25,27.3,23.7,32.2,3.3
1995-07-26,29.5,24.4,35.0,0.0
1995-07-27,27.6,24.6,34.0,1.8
1995-07-28,28.4,24.0,33.2,6.4
1995-07-29,28.6,24.6,32.6,0.3
1995-07-30,30.0,26.0,35.0,0.0
1995-07-31,29.4,26.53333333333333,35.5,0.0
1995-08-01,30.6,27.066666666666663,35.5,0.0
1995-08-02,30.5,27.6,34.6,0.0
1995-08-03,30.3,27.2,34.0,0.0
1995-08-04,30.1,27.0,35.3,0.0
1995-08-05,29.2,24.7,36.0,0.0
1995-08-06,29.7,23.85,35.1,0.0
1995-08-07,27.3,23.0,33.6,23.9
1995-08-08,28.3,22.75,33.0,1.5
1995-08-09,28.6,22.5,35.0,44.2
1995-08-10,29.6,25.9,33.25,0.3
1995-08-11,28.3,26.0,31.5,0.0
1995-08-12,30.1,26.2,35.2,1.2
1995-08-13,29.7,24.866666666666664,36.0,2.4
1995-08-14,28.3,23.53333333333333,35.5,3.6
1995-08-15,27.4,22.2,31.9,50.3
1995-08-16,29.7,25.7,33.8,0.5
1995-08-17,30.2,26.0,35.6,0.0
1995-08-18,27.2,25.366666666666667,35.3,0.0
1995-08-19,28.3,24.73333333333333,34.5,56.9
1995-08-20,29.3,24.1,34.9,5.6
1995-08-21,28.6,24.1,34.4,0.0
1995-08-22,29.0,24.1,34.6,37.6
1995-08-23,28.2,23.8,35.4,0.0
1995-08-24,29.6,23.5,34.6,64.0
1995-08-25,28.5,24.6,33.2,1.5
1995-08-26,28.6,24.3,33.8,4.8
1995-08-27,29.5,24.0,33.1,10.7
1995-08-28,28.8,24.25,33.0,0.0
1995-08-29,28.3,24.5,31.85,4.6
1995-08-30,28.4,25.9,30.7,0.0
1995-08-31,29.1,25.9,33.8,1.5
1995-09-01,30.5,26.2,34.5,0.0
1995-09-02,30.3,26.7,35.5,0.0
1995-09-03,30.1,26.1,35.0,0.0
1995-09-04,29.2,25.0,34.0,0.0
1995-09-05,29.8,25.4,35.5,0.8
1995-09-06,28.8,24.55,36.1,0.0
1995-09-07,27.6,23.7,34.4,15.0
1995-09-08,28.1,23.8,34.3,1.5
1995-09-09,27.7,23.4,34.8,4.8
1995-09-10,25.7,22.95,32.8,39.9
1995-09-11,26.2,22.5,31.8,68.3
1995-09-12,28.1,24.2,32.6,10.4
1995-09-13,28.9,26.0,32.3,0.3
1995-09-14,29.7,25.5,34.7,0.0
1995-09-15,30.4,26.8,34.6,0.0
1995-09-16,28.6,25.25,35.8,0.0
1995-09-17,28.3,23.7,32.2,44.7
1995-09-18,29.7,26.6,35.0,0.0
1995-09-19,30.1,26.7,35.6,0.0
1995-09-20,30.2,25.5,35.2,0.0
1995-09-21,28.4,24.3,33.5,0.5
1995-09-22,28.9,26.0,33.1,0.5
1995-09-23,30.1,25.3,34.650000000000006,0.0
1995-09-24,30.1,24.6,36.2,0.0
1995-09-25,30.7,26.8,36.0,0.0
1995-09-26,30.7,26.475,34.1,0.0
1995-09-27,28.2,26.15,36.0,0.0
1995-09-28,28.9,25.825,34.4,0.0
1995-09-29,28.4,25.5,35.0,0.0
1995-09-30,29.3,25.2,34.9,0.0
1995-10-01,27.7,24.9,33.1,0.0
1995-10-02,29.1,25.9,34.3,0.0
1995-10-03,28.7,25.35,35.1,0.0
1995-10-04,29.2,24.8,34.9,0.0
1995-10-05,25.7,24.5,30.2,1.4333333333333331
1995-10-06,27.2,24.2,31.2,2.8666666666666663
1995-10-07,27.3,24.0,32.0,4.3
1995-10-08,25.9,24.1,28.7,9.4
1995-10-09,26.5,24.2,29.6,5.6
1995-10-10,28.7,24.0,33.7,1.3
1995-10-11,27.7,23.8,31.6,24.1
1995-10-12,29.3,25.0,34.3,0.0
1995-10-13,29.3,25.9,33.8,1.8
1995-10-14,27.8,23.4,31.6,8.4
1995-10-15,26.8,22.8,30.6,17.5
1995-10-16,28.8,24.5,34.3,0.3
1995-10-17,28.7,24.4,33.8,2.8
1995-10-18,28.9,25.6,33.8,0.0
1995-10-19,28.2,24.8,33.7,0.0
1995-10-20,28.1,25.5,34.4,0.0
1995-10-21,28.9,25.3,33.9,0.0
1995-10-22,28.6,24.9,33.0,0.0
1995-10-23,27.4,24.9,31.8,0.0
1995-10-24,25.9,24.5,29.1,14.0
1995-10-25,27.4,24.1,32.1,26.7
1995-10-26,26.2,24.1,30.7,13.2
1995-10-27,27.1,23.1,31.6,29.0
1995-10-28,27.8,24.0,31.9,8.4
1995-10-29,27.2,23.4,31.6,19.3
1995-10-30,26.6,24.0,32.55,1.8
1995-10-31,27.7,24.25,33.5,0.0
1995-11-01,28.6,24.5,33.0,0.0
1995-11-02,29.1,24.05,33.0,6.85
1995-11-03,25.3,23.6,29.95,13.7
1995-11-04,25.2,23.6,26.9,84.6
1995-11-05,25.1,24.0,28.6,27.4
1995-11-06,26.6,23.4,29.4,74.9
1995-11-07,26.5,24.8,28.6,0.5
1995-11-08,25.1,24.35,26.7,0.5
1995-11-09,28.1,23.9,33.4,2.3
1995-11-10,28.7,24.8,33.6,0.0
1995-11-11,27.9,25.15,32.7,0.0
1995-11-12,28.2,25.5,32.2,0.0
1995-11-13,27.2,24.5,31.5,0.0
1995-11-14,26.6,23.5,32.2,0.0
1995-11-15,25.3,22.0,30.6,0.0
1995-11-16,26.4,21.8,30.6,0.0
1995-11-17,26.1,21.6,32.0,0.0
1995-11-18,26.4,22.6,32.2,0.0
1995-11-19,27.2,23.0,33.5,0.0
1995-11-20,26.8,23.9,31.4,0.0
1995-11-21,28.1,24.0,32.0,0.0
1995-11-22,28.1,24.5,31.6,1.65
1995-11-23,26.0,24.0,29.9,3.3
1995-11-24,26.6,20.5,30.3,7.9
1995-11-25,25.7,23.2,31.9,0.0
1995-11-26,26.7,23.6,30.6,1.3
1995-11-27,26.3,23.8,30.5,0.0
1995-11-28,26.4,23.4,30.8,0.0
1995-11-29,25.7,22.6,30.5,0.0
1995-11-30,25.7,22.0,30.0,0.0
1995-12-01,25.3,21.6,30.0,0.0
1995-12-02,25.8,21.5,30.3,0.0
1995-12-03,25.5,21.45,30.1,16.0
1995-12-04,25.5,21.4,30.0,0.0
1995-12-05,26.0,22.0,30.2,0.0
1995-12-06,25.8,22.3,30.3,0.0
1995-12-07,25.2,21.450000000000003,28.9,7.9
1995-12-08,24.9,20.6,29.3,0.3
1995-12-09,24.5,20.5,27.1,0.0
1995-12-10,24.4,20.75,29.3,3.8
1995-12-11,24.4,21.0,28.9,1.5
1995-12-12,24.4,20.3,29.2,0.0
1995-12-13,24.8,20.2,29.2,0.0
1995-12-14,24.4,20.0,29.5,0.0
1995-12-15,25.1,19.4,29.4,0.0
1995-12-16,24.6,20.8,29.6,0.0
1995-12-17,24.5,20.5,29.4,0.0
1995-12-18,24.6,20.9,29.4,0.0
1995-12-19,24.7,20.2,29.2,0.0
1995-12-20,24.9,20.6,29.2,0.0
1995-12-21,24.7,20.9,29.0,0.0
1995-12-22,24.7,20.6,29.2,0.0
1995-12-23,24.1,20.0,29.4,0.0
1995-12-24,23.8,20.0,29.5,0.0
1995-12-25,24.7,19.9,29.6,0.0
1995-12-26,24.8,20.7,29.7,0.0
1995-12-27,25.1,20.8,29.2,1.4
1995-12-28,25.3,21.4,29.2,2.8
1995-12-29,24.9,21.1,28.9,1.8
1995-12-30,25.2,21.3,28.5,0.0
1995-12-31,24.3,20.55,28.9,0.3
1996-01-01,25.6,19.8,29.2,0.0
1996-01-02,24.9,20.7,29.1,0.0
1996-01-03,23.8,20.9,28.9,0.0
1996-01-04,24.6,20.8,29.9,0.0
1996-01-05,24.2,20.6,28.9,0.0
1996-01-06,24.2,20.3,28.9,0.0
1996-01-07,24.4,20.4,29.5,0.0
1996-01-08,24.9,20.5,29.2,0.0
1996-01-09,24.4,21.0,28.8,0.0
1996-01-10,24.8,20.9,29.5,0.0
1996-01-11,24.5,20.5,29.9,0.0
1996-01-12,25.0,20.8,30.5,0.0
1996-01-13,24.9,20.4,29.6,0.0
1996-01-14,26.0,21.15,29.8,0.0
1996-01-15,25.7,21.9,30.5,0.0
1996-01-16,26.0,22.3,29.9,0.0
1996-01-17,24.7,21.3,29.9,0.0
1996-01-18,24.8,20.3,30.25,0.0
1996-01-19,24.6,19.9,30.6,0.0
1996-01-20,24.8,20.4,30.6,0.0
1996-01-21,24.9,20.3,31.5,0.0
1996-01-22,24.1,20.0,31.5,0.0
1996-01-23,25.9,21.1,29.8,0.0
1996-01-24,24.5,20.9,29.633333333333333,0.0
1996-01-25,22.7,19.85,29.466666666666665,0.0
1996-01-26,23.9,18.8,29.3,0.0
1996-01-27,24.5,19.5,29.7,0.0
1996-01-28,25.6,20.4,29.6,0.0
1996-01-29,25.0,20.6,29.6,0.0
1996-01-30,24.7,20.2,29.6,0.0
1996-01-31,25.3,20.3,29.9,0.0
1996-02-01,25.5,21.8,30.1,0.0
1996-02-02,25.4,20.85,29.4,0.0
1996-02-03,24.6,19.9,29.3,0.0
1996-02-04,24.8,20.2,30.4,0.0
1996-02-05,25.1,21.4,30.5,0.0
1996-02-06,26.1,20.8,30.2,0.0
1996-02-07,24.8,20.4,29.9,0.0
1996-02-08,25.2,20.0,29.6,0.0
1996-02-09,25.9,20.1,30.1,0.0
1996-02-10,26.4,21.9,30.6,0.0
1996-02-11,26.6,22.3,31.2,0.0
1996-02-12,26.7,22.7,30.4,0.0
1996-02-13,26.4,21.9,31.0,0.0
1996-02-14,26.1,21.75,30.775,0.0
1996-02-15,26.7,21.6,30.55,0.0
1996-02-16,25.6,21.4,30.325000000000003,0.0
1996-02-17,26.6,21.4,30.1,0.0
1996-02-18,26.4,21.2,30.6,0.0
1996-02-19,25.6,20.4,31.2,0.0
1996-02-20,26.3,20.9,31.0,0.0
1996-02-21,27.7,22.6,32.3,0.0
1996-02-22,28.1,23.03333333333333,33.6,0.0
1996-02-23,28.2,23.466666666666665,32.9,0.0
1996-02-24,27.1,23.9,32.5,0.0
1996-02-25,26.6,22.65,32.4,0.0
1996-02-26,26.4,21.4,31.6,0.0
1996-02-27,26.5,22.0,31.2,0.0
1996-02-28,26.3,21.8,31.1,0.0
1996-02-29,26.3,22.0,31.2,0.0
1996-03-01,26.8,21.4,31.2,0.0
1996-03-02,25.9,21.0,30.85,0.0
1996-03-03,24.7,21.0,30.5,0.0
1996-03-04,26.0,21.0,31.35,0.0
1996-03-05,26.7,21.4,32.2,0.0
1996-03-06,27.5,21.8,34.3,0.0
1996-03-07,28.3,22.3,33.6,0.0
1996-03-08,26.9,21.9,33.7,0.0
1996-03-09,27.1,21.5,33.1,0.0
1996-03-10,25.9,20.9,32.1,0.0
1996-03-11,26.6,21.5,31.1,0.0
1996-03-12,26.4,20.9,31.65,0.0
1996-03-13,25.4,21.1,32.2,0.0
1996-03-14,25.8,20.8,32.2,0.0
1996-03-15,26.4,21.700000000000003,33.150000000000006,0.0
1996-03-16,27.4,22.6,34.1,0.0
1996-03-17,27.8,22.7,33.0,0.0
1996-03-18,27.3,23.8,34.1,0.0
1996-03-19,27.7,23.25,33.6,0.0
1996-03-20,27.7,22.7,35.6,0.0
1996-03-21,28.2,23.9,35.1,0.0
1996-03-22,28.1,22.6,35.4,0.0
1996-03-23,28.6,23.8,34.0,0.0
1996-03-24,27.7,23.8,33.4,0.0
1996-03-25,28.3,23.9,34.6,0.0
1996-03-26,29.1,24.3,35.9,0.0
1996-03-27,29.9,24.7,36.9,0.0
1996-03-28,30.9,25.099999999999994,36.5,0.0
1996-03-29,29.9,25.5,36.0,0.0
1996-03-30,30.1,25.9,35.5,0.0
1996-03-31,30.2,26.3,36.0,0.0
1996-04-01,30.2,26.3,35.8,0.0
1996-04-02,30.4,26.1,35.0,0.0
1996-04-03,29.6,25.4,34.2,0.0
1996-04-04,30.1,25.1,34.3,0.0
1996-04-05,30.3,25.0,34.4,0.0
1996-04-06,28.6,25.7,33.0,1.8
1996-04-07,29.8,25.2,33.75,0.0
1996-04-08,29.8,25.7,34.5,0.0
1996-04-09,30.1,26.05,35.25,0.0
1996-04-10,30.8,26.4,36.0,0.0
1996-04-11,29.7,25.133333333333333,34.6,0.0
1996-04-12,29.1,23.866666666666667,34.1,0.0
1996-04-13,27.3,22.6,31.5,14.7
1996-04-14,27.6,24.5,31.9,0.5
1996-04-15,27.7,24.6,32.3,10.4
1996-04-16,28.3,25.2,33.5,1.8
1996-04-17,30.4,26.0,34.75,0.0
1996-04-18,30.2,26.6,36.0,0.0
1996-04-19,30.9,27.0,36.3,0.0
1996-04-20,30.8,26.6,36.6,0.0
1996-04-21,30.6,27.6,36.6,0.0
1996-04-22,31.5,26.0,36.05,0.0
1996-04-23,30.7,26.6,35.5,0.0
1996-04-24,31.0,27.2,36.2,0.0
1996-04-25,30.4,27.0,36.9,0.0
1996-04-26,30.6,27.2,37.6,0.0
1996-04-27,31.2,27.05,38.0,0.0
1996-04-28,32.3,26.9,38.22,0.0
1996-04-29,32.3,25.13333333333333,38.44,0.0
1996-04-30,33.1,23.366666666666667,38.66,10.8
1996-05-01,29.8,21.6,38.88,21.6
1996-05-02,32.1,27.3,39.1,0.0
1996-05-03,31.1,26.8,41.1,0.0
1996-05-04,31.8,27.4,38.5,0.0
1996-05-05,32.6,28.0,39.75,0.0
1996-05-06,31.9,27.6,41.0,0.0
1996-05-07,33.3,28.0,42.9,0.0
1996-05-08,33.9,28.4,41.4,0.0
1996-05-09,32.2,28.65,42.6,0.0
1996-05-10,33.7,28.9,42.0,0.0
1996-05-11,33.2,28.6,41.3,0.0
1996-05-12,33.0,28.5,42.2,0.0
1996-05-13,32.1,27.8,43.0,0.0
1996-05-14,32.9,27.81,42.2,0.0
1996-05-15,31.8,27.82,42.2,0.0
1996-05-16,32.6,27.83,42.2,0.0
1996-05-17,31.5,27.84,38.6,0.0
1996-05-18,31.2,27.849999999999994,39.1,0.0
1996-05-19,30.6,27.86,38.6,0.0
1996-05-20,31.4,27.87,40.4,0.0
1996-05-21,32.1,27.879999999999995,38.7,0.0
1996-05-22,31.3,27.89,37.6,0.0
1996-05-23,30.9,27.9,39.0,0.0
1996-05-24,32.3,27.95,40.4,0.0
1996-05-25,32.4,28.0,39.0,0.0
1996-05-26,32.4,28.7,39.3,0.0
1996-05-27,32.9,28.7,41.5,0.0
1996-05-28,32.6,28.7,41.4,0.0
1996-05-29,32.0,28.7,40.3,0.0
1996-05-30,31.8,28.4,39.6,0.0
1996-05-31,31.5,28.299999999999997,38.0,0.0
1996-06-01,31.2,28.2,37.4,0.0
1996-06-02,31.2,28.099999999999994,37.7,0.0
1996-06-03,32.4,28.0,38.3,0.0
1996-06-04,32.2,27.9,38.3,0.0
1996-06-05,31.9,27.733333333333327,39.6,0.0
1996-06-06,31.9,27.566666666666663,39.0,0.0
1996-06-07,31.9,27.399999999999995,39.5,0.0
1996-06-08,30.6,27.233333333333327,38.7,0.0
1996-06-09,30.3,27.066666666666663,35.6,0.0
1996-06-10,31.6,26.9,35.4,0.0
1996-06-11,31.1,25.5,38.4,13.2
1996-06-12,28.8,24.1,32.0,26.4
1996-06-13,24.7,23.55,25.6,75.2
1996-06-14,23.4,23.0,27.25,268.5
1996-06-15,26.0,22.5,28.9,116.6
1996-06-16,28.6,24.8,33.4,0.0
1996-06-17,30.0,25.5,34.0,0.3
1996-06-18,29.6,25.8,34.6,0.0
1996-06-19,30.2,26.25,35.2,0.0
1996-06-20,31.3,26.7,36.0,0.0
1996-06-21,29.6,25.6,36.7,0.0
1996-06-22,29.6,24.5,37.0,10.9
1996-06-23,31.6,26.3,37.0,0.0
1996-06-24,30.3,27.0,37.0,0.0
1996-06-25,31.1,27.2,37.0,0.0
1996-06-26,30.3,24.7,36.0,0.5
1996-06-27,29.7,25.6,36.1,0.0
1996-06-28,30.5,26.15,37.1,0.0
1996-06-29,30.3,26.7,36.9,0.0
1996-06-30,30.3,26.4,35.2,0.0
1996-07-01,31.0,26.1,35.6,0.0
1996-07-02,30.4,27.0,36.0,0.0
1996-07-03,30.7,26.9,35.7,0.0
1996-07-04,29.2,26.275,36.8,0.0
1996-07-05,30.5,25.65,37.1,0.0
1996-07-06,29.0,25.025,32.2,0.0
1996-07-07,29.1,24.4,33.6,0.3
1996-07-08,30.2,25.15,35.6,0.0
1996-07-09,29.1,25.9,33.6,0.0
1996-07-10,30.7,25.5,34.3,0.0
1996-07-11,30.2,26.45,35.0,0.0
1996-07-12,30.2,27.4,35.9,0.0
1996-07-13,30.4,27.0,34.8,0.0
1996-07-14,29.6,26.6,32.2,0.0
1996-07-15,29.4,26.0,34.2,0.0
1996-07-16,27.6,24.966666666666665,31.3,0.8
1996-07-17,25.9,23.93333333333333,28.4,3.8
1996-07-18,27.1,22.9,30.25,15.5
1996-07-19,28.3,24.0,32.1,10.9
1996-07-20,29.0,24.0,33.6,15.2
1996-07-21,28.8,24.4,32.2,20.8
1996-07-22,29.6,24.4,33.0,0.0
1996-07-23,30.5,24.4,34.6,0.5
1996-07-24,30.8,26.0,35.8,0.0
1996-07-25,30.3,27.6,34.6,0.0
1996-07-26,30.0,26.8,34.9,0.0
1996-07-27,30.4,27.0,35.8,0.0
1996-07-28,31.3,26.9,36.5,0.0
1996-07-29,30.9,25.65,36.4,2.55
1996-07-30,30.0,24.4,34.0,5.1
1996-07-31,30.2,26.9,35.1,0.0
1996-08-01,30.6,27.2,33.9,0.0
1996-08-02,30.3,26.816666666666663,34.9,0.0
1996-08-03,31.1,26.43333333333333,35.8,0.0
1996-08-04,31.3,26.05,37.0,0.0
1996-08-05,31.4,25.666666666666664,37.2,0.0
1996-08-06,30.8,25.28333333333333,36.9,2.0
1996-08-07,29.0,24.9,33.2,2.8
1996-08-08,30.4,25.45,37.0,0.0
1996-08-09,30.4,26.0,35.1,0.5
1996-08-10,29.7,24.75,34.0,0.0
1996-08-11,29.1,23.5,32.3,7.4
1996-08-12,29.4,23.75,34.8,0.0
1996-08-13,30.6,24.0,34.099999999999994,36.8
1996-08-14,31.1,25.9,33.4,0.3
1996-08-15,29.2,25.4,32.7,0.0
1996-08-16,28.1,26.5,32.0,0.0
1996-08-17,29.4,25.65,34.5,0.25
1996-08-18,29.0,24.8,32.8,0.5
1996-08-19,28.6,25.2,34.0,1.3
1996-08-20,29.3,25.6,32.4,9.7
1996-08-21,28.2,26.0,32.7,0.0
1996-08-22,28.9,25.6,33.4,0.8
1996-08-23,28.8,25.5,33.7,0.0
1996-08-24,29.9,25.4,34.0,0.15
1996-08-25,29.2,25.7,34.06666666666666,0.3
1996-08-26,30.3,26.5,34.13333333333333,0.0
1996-08-27,29.5,26.45,34.2,0.0
1996-08-28,30.1,26.4,34.0,0.0
1996-08-29,30.1,26.8,35.2,0.0
1996-08-30,31.2,26.1,35.6,0.0
1996-08-31,29.4,25.0,34.0,2.9
1996-09-01,27.8,24.2,31.3,5.8
1996-09-02,27.4,23.6,32.7,0.0
1996-09-03,27.7,23.0,33.6,5.1
1996-09-04,28.7,24.4,34.5,0.0
1996-09-05,27.9,24.5,32.0,6.6
1996-09-06,29.8,25.9,33.4,0.0
1996-09-07,29.2,25.2,33.3,0.0
1996-09-08,28.7,24.5,33.349999999999994,0.0
1996-09-09,28.8,25.5,33.4,0.0
1996-09-10,26.1,24.5,31.8,0.0
1996-09-11,25.6,23.4,32.0,0.0
1996-09-12,25.5,22.3,34.0,0.0
1996-09-13,28.6,22.9,33.6,0.0
1996-09-14,29.7,25.3,33.0,0.0
1996-09-15,29.3,25.7,32.6,0.0
1996-09-16,29.3,25.85,33.6,0.0
1996-09-17,29.6,26.0,34.9,0.0
1996-09-18,30.3,26.6,35.2,0.0
1996-09-19,30.4,26.15,34.8,0.0
1996-09-20,29.6,25.7,35.2,0.0
1996-09-21,29.1,24.75,35.6,5.35
1996-09-22,27.9,23.8,35.1,10.7
1996-09-23,27.1,23.85,34.2,9.9
1996-09-24,27.5,23.9,34.4,25.4
1996-09-25,28.4,24.7,35.1,1.0
1996-09-26,29.1,25.4,35.1,0.0
1996-09-27,29.1,24.15,33.6,3.3
1996-09-28,28.4,22.9,34.0,52.3
1996-09-29,29.1,24.9,33.0,0.5
1996-09-30,29.3,23.65,32.3,0.0
1996-10-01,27.4,22.4,31.6,16.5
1996-10-02,28.8,23.55,33.4,16.0
1996-10-03,28.9,24.7,34.2,0.0
1996-10-04,28.9,25.0,34.5,0.0
1996-10-05,29.7,26.2,35.1,0.0
1996-10-06,29.7,26.3,34.6,0.0
1996-10-07,29.3,26.4,33.55,8.799999999999999
1996-10-08,27.9,25.7,32.5,17.599999999999998
1996-10-09,25.7,23.4,28.5,26.4
1996-10-10,25.8,23.4,28.85,10.4
1996-10-11,26.4,23.6,29.2,22.6
1996-10-12,26.8,24.4,30.9,0.0
1996-10-13,26.9,24.9,31.5,0.5
1996-10-14,27.0,24.0,30.9,20.6
1996-10-15,26.4,23.9,29.6,34.8
1996-10-16,24.1,23.0,28.3,31.5
1996-10-17,24.4,23.35,27.0,45.2
1996-10-18,25.6,23.7,29.2,87.1
1996-10-19,27.9,24.05,30.25,13.5
1996-10-20,27.4,24.4,31.3,1.5
1996-10-21,26.7,24.55,31.65,0.0
1996-10-22,28.3,24.7,32.0,8.6
1996-10-23,27.8,24.8,32.1,0.0
1996-10-24,26.4,24.15,32.150000000000006,0.25
1996-10-25,29.1,23.5,32.2,0.5
1996-10-26,28.9,23.8,32.7,0.3333333333333333
1996-10-27,28.7,24.1,33.2,0.1666666666666666
1996-10-28,27.2,24.4,32.4,0.0
1996-10-29,27.8,24.7,34.3,0.0
1996-10-30,27.4,24.6,33.4,0.0
1996-10-31,27.1,24.6,32.0,0.0
1996-11-01,27.3,24.6,31.7,0.0
1996-11-02,27.7,24.7,32.3,0.0
1996-11-03,27.0,22.35,33.5,0.0
1996-11-04,26.4,20.0,32.6,0.0
1996-11-05,26.1,19.7,32.5,0.0
1996-11-06,26.9,20.4,34.4,0.0
1996-11-07,27.8,21.65,33.4,0.0
1996-11-08,28.1,22.9,32.9,0.0
1996-11-09,27.7,24.0,32.4,0.0
1996-11-10,27.5,23.933333333333334,33.3,0.0
1996-11-11,27.7,23.866666666666667,33.9,0.0
1996-11-12,28.1,23.8,33.2,0.0
1996-11-13,27.1,24.0,32.6,0.0
1996-11-14,27.1,24.0,32.4,0.25
1996-11-15,27.6,23.5,31.5,0.5
1996-11-16,27.5,23.366666666666667,31.6,0.0
1996-11-17,27.5,23.23333333333333,31.7,0.0
1996-11-18,24.4,23.1,25.5,26.9
1996-11-19,25.5,23.3,28.4,8.6
1996-11-20,26.1,22.65,30.2,7.6
1996-11-21,24.4,22.0,27.95,74.9
1996-11-22,24.4,22.7,25.7,35.1
1996-11-23,24.3,22.8,29.1,23.1
1996-11-24,26.3,22.5,29.2,92.7
1996-11-25,23.9,22.45,25.7,1.0
1996-11-26,24.4,22.4,26.9,31.8
1996-11-27,25.3,23.4,27.7,20.6
1996-11-28,25.9,22.9,29.3,26.9
1996-11-29,24.6,21.23333333333333,29.0,0.0
1996-11-30,24.4,19.566666666666663,28.95,0.0
1996-12-01,23.7,17.9,28.9,0.0
1996-12-02,23.6,17.8,29.6,0.0
